Function,Encoding,Crossover,Population,Generations,Mutation_Rate,Crossover_Rate,Best_Fitness,Best_Solution,Seed
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[4.852888170384848e-10, 4.093193979151622e-10]",1000088450
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-5.508230245396919e-10, -2.5205010184617345e-10]",1000089354
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[2.4044106673308456e-10, 1.4434040734596965e-09]",1000090251
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[7.841978355351654e-10, -1.5508430531622516e-09]",1000091171
Rastrigin,real,blx-alpha,500,100,0.05,0.8,4.127206054249655e-06,"[-3.031017904390408e-07, 0.0001442331065546476]",1000092106
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-4.542744822309843e-10, -3.812840835611095e-10]",1000093050
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[8.230608808080248e-10, -7.79783993957583e-11]",1000094635
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-3.940087753736019e-10, -1.448040761460621e-09]",1000095578
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[2.814852840576341e-10, -1.4352070366555583e-09]",1000096506
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.0465230711868586e-09, -1.0241176825918476e-09]",1000097443
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[4.445359755887811e-10, -1.2073142789658647e-09]",1000098381
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.4958195569988006e-09, 6.934303968257174e-10]",1000099314
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.6325321263383354e-09, -3.928255140103464e-10]",1000100251
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.624986019956376e-09, 4.425234770527985e-10]",1000101274
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[2.4010157248623256e-10, -6.378260797707336e-10]",1000102263
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.0329600425838094e-09, -1.1520167714870058e-09]",1000103271
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[6.729778532252624e-10, -6.739376061118621e-10]",1000104276
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.5849864378080233e-09, 7.48370977075573e-10]",1000105250
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[9.474704278956135e-10, -8.867954273329926e-10]",1000106218
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-1.495584200804518e-09, -1.0038315223602697e-09]",1000107182
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.1526911317724238e-09, -1.3600378697447064e-09]",1000108129
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.0875119814868508e-09, 4.1967677655646e-10]",1000109765
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.2210327852591174e-09, 3.290242844961392e-10]",1000110751
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[9.085809162047847e-10, -6.081443617984113e-10]",1000111713
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[1.1668059881304123e-09, 1.0201849751042372e-09]",1000112662
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-5.722260875966395e-10, 6.538594089931062e-10]",1000113614
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-3.2128942786483134e-10, -3.482051012239842e-10]",1000114566
Rastrigin,real,blx-alpha,500,100,0.05,0.8,0.0,"[-1.1447890027405654e-09, -1.1470477916349845e-09]",1000115520
